cm	fotos	estojo	personnalite	laminas	base	final
30	114	0	1	38	R$ 3.420,00	R$ 3.386,00
30	115	0	1	38	R$ 3.450,00	R$ 3.410,00
30	116	0	1	39	R$ 3.480,00	R$ 3.434,00
30	117	0	1	39	R$ 3.510,00	R$ 3.458,00
30	118	0	1	39	R$ 3.540,00	R$ 3.482,00
30	119	0	1	40	R$ 3.570,00	R$ 3.506,00
30	120	0	1	40	R$ 3.600,00	R$ 3.530,00
30	121	0	1	40	R$ 3.630,00	R$ 3.554,00
30	122	0	1	41	R$ 3.660,00	R$ 3.578,00
30	123	0	1	41	R$ 3.690,00	R$ 3.602,00
30	124	0	1	41	R$ 3.720,00	R$ 3.626,00
30	125	0	1	42	R$ 3.750,00	R$ 3.650,00
30	126	0	1	42	R$ 3.780,00	R$ 3.674,00
30	127	0	1	42	R$ 3.810,00	R$ 3.698,00
30	128	0	1	43	R$ 3.840,00	R$ 3.722,00
30	129	0	1	43	R$ 3.870,00	R$ 3.746,00
30	130	0	1	43	R$ 3.900,00	R$ 3.770,00
30	131	0	1	44	R$ 3.930,00	R$ 3.794,00
30	132	0	1	44	R$ 3.960,00	R$ 3.818,00
30	133	0	1	44	R$ 3.990,00	R$ 3.842,00
30	134	0	1	45	R$ 4.020,00	R$ 3.866,00
30	135	0	1	45	R$ 4.050,00	R$ 3.890,00
30	30	1	1	10	R$ 900,00	R$ 2.050,00
30	31	1	1	10	R$ 930,00	R$ 2.080,00
30	32	1	1	11	R$ 960,00	R$ 2.110,00
30	33	1	1	11	R$ 990,00	R$ 2.140,00
30	34	1	1	11	R$ 1.020,00	R$ 2.170,00
30	35	1	1	12	R$ 1.050,00	R$ 2.200,00
30	36	1	1	12	R$ 1.080,00	R$ 2.230,00
30	37	1	1	12	R$ 1.110,00	R$ 2.260,00
30	38	1	1	13	R$ 1.140,00	R$ 2.290,00
30	39	1	1	13	R$ 1.170,00	R$ 2.320,00
30	40	1	1	13	R$ 1.200,00	R$ 2.350,00
30	41	1	1	14	R$ 1.230,00	R$ 2.380,00
30	42	1	1	14	R$ 1.260,00	R$ 2.410,00
30	43	1	1	14	R$ 1.290,00	R$ 2.440,00
30	44	1	1	15	R$ 1.320,00	R$ 2.470,00
30	45	1	1	15	R$ 1.350,00	R$ 2.500,00
30	46	1	1	15	R$ 1.380,00	R$ 2.530,00
30	47	1	1	16	R$ 1.410,00	R$ 2.489,50
30	48	1	1	16	R$ 1.440,00	R$ 2.518,00
30	49	1	1	16	R$ 1.470,00	R$ 2.546,50
30	50	1	1	17	R$ 1.500,00	R$ 2.575,00
30	51	1	1	17	R$ 1.530,00	R$ 2.603,50
30	52	1	1	17	R$ 1.560,00	R$ 2.632,00
30	53	1	1	18	R$ 1.590,00	R$ 2.660,50
30	54	1	1	18	R$ 1.620,00	R$ 2.689,00
30	55	1	1	18	R$ 1.650,00	R$ 2.717,50
30	56	1	1	19	R$ 1.680,00	R$ 2.746,00
30	57	1	1	19	R$ 1.710,00	R$ 2.774,50
30	58	1	1	19	R$ 1.740,00	R$ 2.803,00
30	59	1	1	20	R$ 1.770,00	R$ 2.831,50
30	60	1	1	20	R$ 1.800,00	R$ 2.860,00
30	61	1	1	20	R$ 1.830,00	R$ 2.888,50
30	62	1	1	21	R$ 1.860,00	R$ 2.824,00
30	63	1	1	21	R$ 1.890,00	R$ 2.851,00
30	64	1	1	21	R$ 1.920,00	R$ 2.878,00
30	65	1	1	22	R$ 1.950,00	R$ 2.905,00
30	66	1	1	22	R$ 1.980,00	R$ 2.932,00
30	67	1	1	22	R$ 2.010,00	R$ 2.959,00
30	68	1	1	23	R$ 2.040,00	R$ 2.986,00
30	69	1	1	23	R$ 2.070,00	R$ 3.013,00
30	70	1	1	23	R$ 2.100,00	R$ 3.040,00
30	71	1	1	24	R$ 2.130,00	R$ 3.067,00
30	72	1	1	24	R$ 2.160,00	R$ 3.094,00
30	73	1	1	24	R$ 2.190,00	R$ 3.121,00
30	74	1	1	25	R$ 2.220,00	R$ 3.148,00
30	75	1	1	25	R$ 2.250,00	R$ 3.175,00
30	76	1	1	25	R$ 2.280,00	R$ 3.202,00
30	77	1	1	26	R$ 2.310,00	R$ 3.113,50
30	78	1	1	26	R$ 2.340,00	R$ 3.139,00
30	79	1	1	26	R$ 2.370,00	R$ 3.164,50
30	80	1	1	27	R$ 2.400,00	R$ 3.190,00
30	81	1	1	27	R$ 2.430,00	R$ 3.215,50
30	82	1	1	27	R$ 2.460,00	R$ 3.241,00
30	83	1	1	28	R$ 2.490,00	R$ 3.266,50
30	84	1	1	28	R$ 2.520,00	R$ 3.292,00
30	85	1	1	28	R$ 2.550,00	R$ 3.317,50
30	86	1	1	29	R$ 2.580,00	R$ 3.343,00
30	87	1	1	29	R$ 2.610,00	R$ 3.368,50
30	88	1	1	29	R$ 2.640,00	R$ 3.394,00
30	89	1	1	30	R$ 2.670,00	R$ 3.419,50
30	90	1	1	30	R$ 2.700,00	R$ 3.445,00
30	91	1	1	30	R$ 2.730,00	R$ 3.470,50
30	92	1	1	31	R$ 2.760,00	R$ 3.358,00
30	93	1	1	31	R$ 2.790,00	R$ 3.382,00
30	94	1	1	31	R$ 2.820,00	R$ 3.406,00
30	95	1	1	32	R$ 2.850,00	R$ 3.430,00
30	96	1	1	32	R$ 2.880,00	R$ 3.454,00
30	97	1	1	32	R$ 2.910,00	R$ 3.478,00
30	98	1	1	33	R$ 2.940,00	R$ 3.502,00
30	99	1	1	33	R$ 2.970,00	R$ 3.526,00
30	100	1	1	33	R$ 3.000,00	R$ 3.550,00
30	101	1	1	34	R$ 3.030,00	R$ 3.574,00
30	102	1	1	34	R$ 3.060,00	R$ 3.598,00
30	103	1	1	34	R$ 3.090,00	R$ 3.622,00
30	104	1	1	35	R$ 3.120,00	R$ 3.646,00
30	105	1	1	35	R$ 3.150,00	R$ 3.670,00
30	106	1	1	35	R$ 3.180,00	R$ 3.694,00
30	107	1	1	36	R$ 3.210,00	R$ 3.718,00
30	108	1	1	36	R$ 3.240,00	R$ 3.742,00
30	109	1	1	36	R$ 3.270,00	R$ 3.766,00
30	110	1	1	37	R$ 3.300,00	R$ 3.790,00
30	111	1	1	37	R$ 3.330,00	R$ 3.814,00
30	112	1	1	37	R$ 3.360,00	R$ 3.838,00
30	113	1	1	38	R$ 3.390,00	R$ 3.862,00
30	114	1	1	38	R$ 3.420,00	R$ 3.886,00
30	115	1	1	38	R$ 3.450,00	R$ 3.910,00
30	116	1	1	39	R$ 3.480,00	R$ 3.934,00
30	117	1	1	39	R$ 3.510,00	R$ 3.958,00
30	118	1	1	39	R$ 3.540,00	R$ 3.982,00
30	119	1	1	40	R$ 3.570,00	R$ 4.006,00
30	120	1	1	40	R$ 3.600,00	R$ 4.030,00
30	121	1	1	40	R$ 3.630,00	R$ 4.054,00
30	122	1	1	41	R$ 3.660,00	R$ 4.078,00
30	123	1	1	41	R$ 3.690,00	R$ 4.102,00
30	124	1	1	41	R$ 3.720,00	R$ 4.126,00
30	125	1	1	42	R$ 3.750,00	R$ 4.150,00
30	126	1	1	42	R$ 3.780,00	R$ 4.174,00
30	127	1	1	42	R$ 3.810,00	R$ 4.198,00
30	128	1	1	43	R$ 3.840,00	R$ 4.222,00
30	129	1	1	43	R$ 3.870,00	R$ 4.246,00
30	130	1	1	43	R$ 3.900,00	R$ 4.270,00
30	131	1	1	44	R$ 3.930,00	R$ 4.294,00
30	132	1	1	44	R$ 3.960,00	R$ 4.318,00
30	133	1	1	44	R$ 3.990,00	R$ 4.342,00
30	134	1	1	45	R$ 4.020,00	R$ 4.366,00
30	135	1	1	45	R$ 4.050,00	R$ 4.390,00
35	35	0	0	10	R$ 1.050,00	R$ 1.050,00
35	36	0	0	10	R$ 1.080,00	R$ 1.080,00
35	37	0	0	11	R$ 1.110,00	R$ 1.110,00
35	38	0	0	11	R$ 1.140,00	R$ 1.140,00
35	39	0	0	11	R$ 1.170,00	R$ 1.170,00
35	40	0	0	11	R$ 1.200,00	R$ 1.200,00
35	41	0	0	12	R$ 1.230,00	R$ 1.230,00
35	42	0	0	12	R$ 1.260,00	R$ 1.260,00
35	43	0	0	12	R$ 1.290,00	R$ 1.290,00
35	44	0	0	13	R$ 1.320,00	R$ 1.320,00
35	45	0	0	13	R$ 1.350,00	R$ 1.350,00
35	46	0	0	13	R$ 1.380,00	R$ 1.380,00
35	47	0	0	13	R$ 1.410,00	R$ 1.410,00
35	48	0	0	14	R$ 1.440,00	R$ 1.440,00
35	49	0	0	14	R$ 1.470,00	R$ 1.470,00
35	50	0	0	14	R$ 1.500,00	R$ 1.500,00
35	51	0	0	15	R$ 1.530,00	R$ 1.530,00
35	52	0	0	15	R$ 1.560,00	R$ 1.560,00
35	53	0	0	15	R$ 1.590,00	R$ 1.590,00
35	54	0	0	15	R$ 1.620,00	R$ 1.620,00
35	55	0	0	16	R$ 1.650,00	R$ 1.567,50
35	56	0	0	16	R$ 1.680,00	R$ 1.596,00
35	57	0	0	16	R$ 1.710,00	R$ 1.624,50
35	58	0	0	17	R$ 1.740,00	R$ 1.653,00
35	59	0	0	17	R$ 1.770,00	R$ 1.681,50
35	60	0	0	17	R$ 1.800,00	R$ 1.710,00
35	61	0	0	17	R$ 1.830,00	R$ 1.738,50
35	62	0	0	18	R$ 1.860,00	R$ 1.767,00
35	63	0	0	18	R$ 1.890,00	R$ 1.795,50
35	64	0	0	18	R$ 1.920,00	R$ 1.824,00
35	65	0	0	19	R$ 1.950,00	R$ 1.852,50
35	66	0	0	19	R$ 1.980,00	R$ 1.881,00
35	67	0	0	19	R$ 2.010,00	R$ 1.909,50
35	68	0	0	19	R$ 2.040,00	R$ 1.938,00
35	69	0	0	20	R$ 2.070,00	R$ 1.966,50
35	70	0	0	20	R$ 2.100,00	R$ 1.995,00
35	71	0	0	20	R$ 2.130,00	R$ 2.023,50
35	72	0	0	21	R$ 2.160,00	R$ 1.944,00
35	73	0	0	21	R$ 2.190,00	R$ 1.971,00
35	74	0	0	21	R$ 2.220,00	R$ 1.998,00
35	75	0	0	21	R$ 2.250,00	R$ 2.025,00
35	76	0	0	22	R$ 2.280,00	R$ 2.052,00
35	77	0	0	22	R$ 2.310,00	R$ 2.079,00
35	78	0	0	22	R$ 2.340,00	R$ 2.106,00
35	79	0	0	23	R$ 2.370,00	R$ 2.133,00
35	80	0	0	23	R$ 2.400,00	R$ 2.160,00
35	81	0	0	23	R$ 2.430,00	R$ 2.187,00
35	82	0	0	23	R$ 2.460,00	R$ 2.214,00
35	83	0	0	24	R$ 2.490,00	R$ 2.241,00
35	84	0	0	24	R$ 2.520,00	R$ 2.268,00
35	85	0	0	24	R$ 2.550,00	R$ 2.295,00
35	86	0	0	25	R$ 2.580,00	R$ 2.322,00
35	87	0	0	25	R$ 2.610,00	R$ 2.349,00
35	88	0	0	25	R$ 2.640,00	R$ 2.376,00
35	89	0	0	25	R$ 2.670,00	R$ 2.403,00
35	90	0	0	26	R$ 2.700,00	R$ 2.295,00
35	91	0	0	26	R$ 2.730,00	R$ 2.320,50
35	92	0	0	26	R$ 2.760,00	R$ 2.346,00
35	93	0	0	27	R$ 2.790,00	R$ 2.371,50
35	94	0	0	27	R$ 2.820,00	R$ 2.397,00
35	95	0	0	27	R$ 2.850,00	R$ 2.422,50
35	96	0	0	27	R$ 2.880,00	R$ 2.448,00
35	97	0	0	28	R$ 2.910,00	R$ 2.473,50
35	98	0	0	28	R$ 2.940,00	R$ 2.499,00
35	99	0	0	28	R$ 2.970,00	R$ 2.524,50
35	100	0	0	29	R$ 3.000,00	R$ 2.550,00
35	101	0	0	29	R$ 3.030,00	R$ 2.575,50
35	102	0	0	29	R$ 3.060,00	R$ 2.601,00
35	103	0	0	29	R$ 3.090,00	R$ 2.626,50
35	104	0	0	30	R$ 3.120,00	R$ 2.652,00
35	105	0	0	30	R$ 3.150,00	R$ 2.677,50
35	106	0	0	30	R$ 3.180,00	R$ 2.703,00
35	107	0	0	31	R$ 3.210,00	R$ 2.568,00
35	108	0	0	31	R$ 3.240,00	R$ 2.592,00
35	109	0	0	31	R$ 3.270,00	R$ 2.616,00
35	110	0	0	31	R$ 3.300,00	R$ 2.640,00
35	111	0	0	32	R$ 3.330,00	R$ 2.664,00
35	112	0	0	32	R$ 3.360,00	R$ 2.688,00
35	113	0	0	32	R$ 3.390,00	R$ 2.712,00
35	114	0	0	33	R$ 3.420,00	R$ 2.736,00
35	115	0	0	33	R$ 3.450,00	R$ 2.760,00
35	116	0	0	33	R$ 3.480,00	R$ 2.784,00
35	117	0	0	33	R$ 3.510,00	R$ 2.808,00
35	118	0	0	34	R$ 3.540,00	R$ 2.832,00
35	119	0	0	34	R$ 3.570,00	R$ 2.856,00
35	120	0	0	34	R$ 3.600,00	R$ 2.880,00
35	121	0	0	35	R$ 3.630,00	R$ 2.904,00
35	122	0	0	35	R$ 3.660,00	R$ 2.928,00
35	123	0	0	35	R$ 3.690,00	R$ 2.952,00
35	124	0	0	35	R$ 3.720,00	R$ 2.976,00
35	125	0	0	36	R$ 3.750,00	R$ 3.000,00
35	126	0	0	36	R$ 3.780,00	R$ 3.024,00
35	127	0	0	36	R$ 3.810,00	R$ 3.048,00
35	128	0	0	37	R$ 3.840,00	R$ 3.072,00
35	129	0	0	37	R$ 3.870,00	R$ 3.096,00
35	130	0	0	37	R$ 3.900,00	R$ 3.120,00
35	131	0	0	37	R$ 3.930,00	R$ 3.144,00
35	132	0	0	38	R$ 3.960,00	R$ 3.168,00
35	133	0	0	38	R$ 3.990,00	R$ 3.192,00
35	134	0	0	38	R$ 4.020,00	R$ 3.216,00
35	135	0	0	39	R$ 4.050,00	R$ 3.240,00
35	136	0	0	39	R$ 4.080,00	R$ 3.264,00
35	137	0	0	39	R$ 4.110,00	R$ 3.288,00
35	138	0	0	39	R$ 4.140,00	R$ 3.312,00
35	139	0	0	40	R$ 4.170,00	R$ 3.336,00
35	140	0	0	40	R$ 4.200,00	R$ 3.360,00
35	141	0	0	40	R$ 4.230,00	R$ 3.384,00
35	142	0	0	41	R$ 4.260,00	R$ 3.408,00
35	143	0	0	41	R$ 4.290,00	R$ 3.432,00
35	144	0	0	41	R$ 4.320,00	R$ 3.456,00
35	145	0	0	41	R$ 4.350,00	R$ 3.480,00
35	146	0	0	42	R$ 4.380,00	R$ 3.504,00
35	147	0	0	42	R$ 4.410,00	R$ 3.528,00
35	148	0	0	42	R$ 4.440,00	R$ 3.552,00
35	149	0	0	43	R$ 4.470,00	R$ 3.576,00
35	150	0	0	43	R$ 4.500,00	R$ 3.600,00
35	151	0	0	43	R$ 4.530,00	R$ 3.624,00
35	152	0	0	43	R$ 4.560,00	R$ 3.648,00
35	153	0	0	44	R$ 4.590,00	R$ 3.672,00
35	154	0	0	44	R$ 4.620,00	R$ 3.696,00
35	155	0	0	44	R$ 4.650,00	R$ 3.720,00
35	156	0	0	45	R$ 4.680,00	R$ 3.744,00
35	157	0	0	45	R$ 4.710,00	R$ 3.768,00
35	158	0	0	45	R$ 4.740,00	R$ 3.792,00
35	35	1	0	10	R$ 1.050,00	R$ 1.550,00
35	36	1	0	10	R$ 1.080,00	R$ 1.580,00
35	37	1	0	11	R$ 1.110,00	R$ 1.610,00
35	38	1	0	11	R$ 1.140,00	R$ 1.640,00
35	39	1	0	11	R$ 1.170,00	R$ 1.670,00
35	40	1	0	11	R$ 1.200,00	R$ 1.700,00
35	41	1	0	12	R$ 1.230,00	R$ 1.730,00
35	42	1	0	12	R$ 1.260,00	R$ 1.760,00
35	43	1	0	12	R$ 1.290,00	R$ 1.790,00
35	44	1	0	13	R$ 1.320,00	R$ 1.820,00
35	45	1	0	13	R$ 1.350,00	R$ 1.850,00
35	46	1	0	13	R$ 1.380,00	R$ 1.880,00
35	47	1	0	13	R$ 1.410,00	R$ 1.910,00
35	48	1	0	14	R$ 1.440,00	R$ 1.940,00
35	49	1	0	14	R$ 1.470,00	R$ 1.970,00
35	50	1	0	14	R$ 1.500,00	R$ 2.000,00
35	51	1	0	15	R$ 1.530,00	R$ 2.030,00
35	52	1	0	15	R$ 1.560,00	R$ 2.060,00
35	53	1	0	15	R$ 1.590,00	R$ 2.090,00
35	54	1	0	15	R$ 1.620,00	R$ 2.120,00
35	55	1	0	16	R$ 1.650,00	R$ 2.067,50
35	56	1	0	16	R$ 1.680,00	R$ 2.096,00
35	57	1	0	16	R$ 1.710,00	R$ 2.124,50
35	58	1	0	17	R$ 1.740,00	R$ 2.153,00
35	59	1	0	17	R$ 1.770,00	R$ 2.181,50
35	60	1	0	17	R$ 1.800,00	R$ 2.210,00
35	61	1	0	17	R$ 1.830,00	R$ 2.238,50
35	62	1	0	18	R$ 1.860,00	R$ 2.267,00
35	63	1	0	18	R$ 1.890,00	R$ 2.295,50
35	64	1	0	18	R$ 1.920,00	R$ 2.324,00
35	65	1	0	19	R$ 1.950,00	R$ 2.352,50
35	66	1	0	19	R$ 1.980,00	R$ 2.381,00
35	67	1	0	19	R$ 2.010,00	R$ 2.409,50
35	68	1	0	19	R$ 2.040,00	R$ 2.438,00
35	69	1	0	20	R$ 2.070,00	R$ 2.466,50
35	70	1	0	20	R$ 2.100,00	R$ 2.495,00
35	71	1	0	20	R$ 2.130,00	R$ 2.523,50
35	72	1	0	21	R$ 2.160,00	R$ 2.444,00
35	73	1	0	21	R$ 2.190,00	R$ 2.471,00
35	74	1	0	21	R$ 2.220,00	R$ 2.498,00
35	75	1	0	21	R$ 2.250,00	R$ 2.525,00
35	76	1	0	22	R$ 2.280,00	R$ 2.552,00
35	77	1	0	22	R$ 2.310,00	R$ 2.579,00
35	78	1	0	22	R$ 2.340,00	R$ 2.606,00
35	79	1	0	23	R$ 2.370,00	R$ 2.633,00
35	80	1	0	23	R$ 2.400,00	R$ 2.660,00
35	81	1	0	23	R$ 2.430,00	R$ 2.687,00
35	82	1	0	23	R$ 2.460,00	R$ 2.714,00
35	83	1	0	24	R$ 2.490,00	R$ 2.741,00
35	84	1	0	24	R$ 2.520,00	R$ 2.768,00
35	85	1	0	24	R$ 2.550,00	R$ 2.795,00
35	86	1	0	25	R$ 2.580,00	R$ 2.822,00
35	87	1	0	25	R$ 2.610,00	R$ 2.849,00
35	88	1	0	25	R$ 2.640,00	R$ 2.876,00
35	89	1	0	25	R$ 2.670,00	R$ 2.903,00
35	90	1	0	26	R$ 2.700,00	R$ 2.795,00
35	91	1	0	26	R$ 2.730,00	R$ 2.820,50
35	92	1	0	26	R$ 2.760,00	R$ 2.846,00
35	93	1	0	27	R$ 2.790,00	R$ 2.871,50
35	94	1	0	27	R$ 2.820,00	R$ 2.897,00
35	95	1	0	27	R$ 2.850,00	R$ 2.922,50
35	96	1	0	27	R$ 2.880,00	R$ 2.948,00
35	97	1	0	28	R$ 2.910,00	R$ 2.973,50
35	98	1	0	28	R$ 2.940,00	R$ 2.999,00
35	99	1	0	28	R$ 2.970,00	R$ 3.024,50
35	100	1	0	29	R$ 3.000,00	R$ 3.050,00
35	101	1	0	29	R$ 3.030,00	R$ 3.075,50
35	102	1	0	29	R$ 3.060,00	R$ 3.101,00
35	103	1	0	29	R$ 3.090,00	R$ 3.126,50
35	104	1	0	30	R$ 3.120,00	R$ 3.152,00
35	105	1	0	30	R$ 3.150,00	R$ 3.177,50
35	106	1	0	30	R$ 3.180,00	R$ 3.203,00
35	107	1	0	31	R$ 3.210,00	R$ 3.068,00
35	108	1	0	31	R$ 3.240,00	R$ 3.092,00
35	109	1	0	31	R$ 3.270,00	R$ 3.116,00
35	110	1	0	31	R$ 3.300,00	R$ 3.140,00
35	111	1	0	32	R$ 3.330,00	R$ 3.164,00
35	112	1	0	32	R$ 3.360,00	R$ 3.188,00
35	113	1	0	32	R$ 3.390,00	R$ 3.212,00
35	114	1	0	33	R$ 3.420,00	R$ 3.236,00
35	115	1	0	33	R$ 3.450,00	R$ 3.260,00
35	116	1	0	33	R$ 3.480,00	R$ 3.284,00
35	117	1	0	33	R$ 3.510,00	R$ 3.308,00
35	118	1	0	34	R$ 3.540,00	R$ 3.332,00
35	119	1	0	34	R$ 3.570,00	R$ 3.356,00
35	120	1	0	34	R$ 3.600,00	R$ 3.380,00
35	121	1	0	35	R$ 3.630,00	R$ 3.404,00
35	122	1	0	35	R$ 3.660,00	R$ 3.428,00
35	123	1	0	35	R$ 3.690,00	R$ 3.452,00
35	124	1	0	35	R$ 3.720,00	R$ 3.476,00
35	125	1	0	36	R$ 3.750,00	R$ 3.500,00
35	126	1	0	36	R$ 3.780,00	R$ 3.524,00
35	127	1	0	36	R$ 3.810,00	R$ 3.548,00
35	128	1	0	37	R$ 3.840,00	R$ 3.572,00
35	129	1	0	37	R$ 3.870,00	R$ 3.596,00
35	130	1	0	37	R$ 3.900,00	R$ 3.620,00
35	131	1	0	37	R$ 3.930,00	R$ 3.644,00
35	132	1	0	38	R$ 3.960,00	R$ 3.668,00
35	133	1	0	38	R$ 3.990,00	R$ 3.692,00
35	134	1	0	38	R$ 4.020,00	R$ 3.716,00
35	135	1	0	39	R$ 4.050,00	R$ 3.740,00
35	136	1	0	39	R$ 4.080,00	R$ 3.764,00
35	137	1	0	39	R$ 4.110,00	R$ 3.788,00
35	138	1	0	39	R$ 4.140,00	R$ 3.812,00
35	139	1	0	40	R$ 4.170,00	R$ 3.836,00
35	140	1	0	40	R$ 4.200,00	R$ 3.860,00
35	141	1	0	40	R$ 4.230,00	R$ 3.884,00
35	142	1	0	41	R$ 4.260,00	R$ 3.908,00
35	143	1	0	41	R$ 4.290,00	R$ 3.932,00
35	144	1	0	41	R$ 4.320,00	R$ 3.956,00
35	145	1	0	41	R$ 4.350,00	R$ 3.980,00
35	146	1	0	42	R$ 4.380,00	R$ 4.004,00
35	147	1	0	42	R$ 4.410,00	R$ 4.028,00
35	148	1	0	42	R$ 4.440,00	R$ 4.052,00
35	149	1	0	43	R$ 4.470,00	R$ 4.076,00
35	150	1	0	43	R$ 4.500,00	R$ 4.100,00
35	151	1	0	43	R$ 4.530,00	R$ 4.124,00
35	152	1	0	43	R$ 4.560,00	R$ 4.148,00
35	153	1	0	44	R$ 4.590,00	R$ 4.172,00
35	154	1	0	44	R$ 4.620,00	R$ 4.196,00
35	155	1	0	44	R$ 4.650,00	R$ 4.220,00
35	156	1	0	45	R$ 4.680,00	R$ 4.244,00
35	157	1	0	45	R$ 4.710,00	R$ 4.268,00
35	158	1	0	45	R$ 4.740,00	R$ 4.292,00
35	35	0	1	10	R$ 1.050,00	R$ 1.700,00
35	36	0	1	10	R$ 1.080,00	R$ 1.730,00
35	37	0	1	11	R$ 1.110,00	R$ 1.760,00
35	38	0	1	11	R$ 1.140,00	R$ 1.790,00
35	39	0	1	11	R$ 1.170,00	R$ 1.820,00
35	40	0	1	11	R$ 1.200,00	R$ 1.850,00
35	41	0	1	12	R$ 1.230,00	R$ 1.880,00
35	42	0	1	12	R$ 1.260,00	R$ 1.910,00
35	43	0	1	12	R$ 1.290,00	R$ 1.940,00
35	44	0	1	13	R$ 1.320,00	R$ 1.970,00
35	45	0	1	13	R$ 1.350,00	R$ 2.000,00
35	46	0	1	13	R$ 1.380,00	R$ 2.030,00
35	47	0	1	13	R$ 1.410,00	R$ 2.060,00
35	48	0	1	14	R$ 1.440,00	R$ 2.090,00
35	49	0	1	14	R$ 1.470,00	R$ 2.120,00
35	50	0	1	14	R$ 1.500,00	R$ 2.150,00
35	51	0	1	15	R$ 1.530,00	R$ 2.180,00
35	52	0	1	15	R$ 1.560,00	R$ 2.210,00
35	53	0	1	15	R$ 1.590,00	R$ 2.240,00
35	54	0	1	15	R$ 1.620,00	R$ 2.270,00
35	55	0	1	16	R$ 1.650,00	R$ 2.217,50
35	56	0	1	16	R$ 1.680,00	R$ 2.246,00
35	57	0	1	16	R$ 1.710,00	R$ 2.274,50
35	58	0	1	17	R$ 1.740,00	R$ 2.303,00
35	59	0	1	17	R$ 1.770,00	R$ 2.331,50
35	60	0	1	17	R$ 1.800,00	R$ 2.360,00
35	61	0	1	17	R$ 1.830,00	R$ 2.388,50
35	62	0	1	18	R$ 1.860,00	R$ 2.417,00
35	63	0	1	18	R$ 1.890,00	R$ 2.445,50
35	64	0	1	18	R$ 1.920,00	R$ 2.474,00
35	65	0	1	19	R$ 1.950,00	R$ 2.502,50
35	66	0	1	19	R$ 1.980,00	R$ 2.531,00
35	67	0	1	19	R$ 2.010,00	R$ 2.559,50
35	68	0	1	19	R$ 2.040,00	R$ 2.588,00
35	69	0	1	20	R$ 2.070,00	R$ 2.616,50
35	70	0	1	20	R$ 2.100,00	R$ 2.645,00
35	71	0	1	20	R$ 2.130,00	R$ 2.673,50
35	72	0	1	21	R$ 2.160,00	R$ 2.594,00
35	73	0	1	21	R$ 2.190,00	R$ 2.621,00
35	74	0	1	21	R$ 2.220,00	R$ 2.648,00
35	75	0	1	21	R$ 2.250,00	R$ 2.675,00
35	76	0	1	22	R$ 2.280,00	R$ 2.702,00
35	77	0	1	22	R$ 2.310,00	R$ 2.729,00
35	78	0	1	22	R$ 2.340,00	R$ 2.756,00
35	79	0	1	23	R$ 2.370,00	R$ 2.783,00
35	80	0	1	23	R$ 2.400,00	R$ 2.810,00
35	81	0	1	23	R$ 2.430,00	R$ 2.837,00
35	82	0	1	23	R$ 2.460,00	R$ 2.864,00
35	83	0	1	24	R$ 2.490,00	R$ 2.891,00
35	84	0	1	24	R$ 2.520,00	R$ 2.918,00
35	85	0	1	24	R$ 2.550,00	R$ 2.945,00
35	86	0	1	25	R$ 2.580,00	R$ 2.972,00
35	87	0	1	25	R$ 2.610,00	R$ 2.999,00
35	88	0	1	25	R$ 2.640,00	R$ 3.026,00
35	89	0	1	25	R$ 2.670,00	R$ 3.053,00
35	90	0	1	26	R$ 2.700,00	R$ 2.945,00
35	91	0	1	26	R$ 2.730,00	R$ 2.970,50
35	92	0	1	26	R$ 2.760,00	R$ 2.996,00
35	93	0	1	27	R$ 2.790,00	R$ 3.021,50
35	94	0	1	27	R$ 2.820,00	R$ 3.047,00
35	95	0	1	27	R$ 2.850,00	R$ 3.072,50
35	96	0	1	27	R$ 2.880,00	R$ 3.098,00
35	97	0	1	28	R$ 2.910,00	R$ 3.123,50
35	98	0	1	28	R$ 2.940,00	R$ 3.149,00
35	99	0	1	28	R$ 2.970,00	R$ 3.174,50
35	100	0	1	29	R$ 3.000,00	R$ 3.200,00
35	101	0	1	29	R$ 3.030,00	R$ 3.225,50
35	102	0	1	29	R$ 3.060,00	R$ 3.251,00
35	103	0	1	29	R$ 3.090,00	R$ 3.276,50
35	104	0	1	30	R$ 3.120,00	R$ 3.302,00
35	105	0	1	30	R$ 3.150,00	R$ 3.327,50
35	106	0	1	30	R$ 3.180,00	R$ 3.353,00
35	107	0	1	31	R$ 3.210,00	R$ 3.218,00
35	108	0	1	31	R$ 3.240,00	R$ 3.242,00
35	109	0	1	31	R$ 3.270,00	R$ 3.266,00
35	110	0	1	31	R$ 3.300,00	R$ 3.290,00
35	111	0	1	32	R$ 3.330,00	R$ 3.314,00
35	112	0	1	32	R$ 3.360,00	R$ 3.338,00
35	113	0	1	32	R$ 3.390,00	R$ 3.362,00
35	114	0	1	33	R$ 3.420,00	R$ 3.386,00
35	115	0	1	33	R$ 3.450,00	R$ 3.410,00
35	116	0	1	33	R$ 3.480,00	R$ 3.434,00
35	117	0	1	33	R$ 3.510,00	R$ 3.458,00
35	118	0	1	34	R$ 3.540,00	R$ 3.482,00
35	119	0	1	34	R$ 3.570,00	R$ 3.506,00
35	120	0	1	34	R$ 3.600,00	R$ 3.530,00
35	121	0	1	35	R$ 3.630,00	R$ 3.554,00
35	122	0	1	35	R$ 3.660,00	R$ 3.578,00
35	123	0	1	35	R$ 3.690,00	R$ 3.602,00
35	124	0	1	35	R$ 3.720,00	R$ 3.626,00
