cm	fotos	estojo	personnalite	laminas	base	final
25	32	0	1	13	R$ 960,00	R$ 1.610,00
25	33	0	1	13	R$ 990,00	R$ 1.640,00
25	34	0	1	14	R$ 1.020,00	R$ 1.670,00
25	35	0	1	14	R$ 1.050,00	R$ 1.700,00
25	36	0	1	14	R$ 1.080,00	R$ 1.730,00
25	37	0	1	15	R$ 1.110,00	R$ 1.760,00
25	38	0	1	15	R$ 1.140,00	R$ 1.790,00
25	39	0	1	16	R$ 1.170,00	R$ 1.761,50
25	40	0	1	16	R$ 1.200,00	R$ 1.790,00
25	41	0	1	16	R$ 1.230,00	R$ 1.818,50
25	42	0	1	17	R$ 1.260,00	R$ 1.847,00
25	43	0	1	17	R$ 1.290,00	R$ 1.875,50
25	44	0	1	18	R$ 1.320,00	R$ 1.904,00
25	45	0	1	18	R$ 1.350,00	R$ 1.932,50
25	46	0	1	18	R$ 1.380,00	R$ 1.961,00
25	47	0	1	19	R$ 1.410,00	R$ 1.989,50
25	48	0	1	19	R$ 1.440,00	R$ 2.018,00
25	49	0	1	20	R$ 1.470,00	R$ 2.046,50
25	50	0	1	20	R$ 1.500,00	R$ 2.075,00
25	51	0	1	20	R$ 1.530,00	R$ 2.103,50
25	52	0	1	21	R$ 1.560,00	R$ 2.054,00
25	53	0	1	21	R$ 1.590,00	R$ 2.081,00
25	54	0	1	22	R$ 1.620,00	R$ 2.108,00
25	55	0	1	22	R$ 1.650,00	R$ 2.135,00
25	56	0	1	22	R$ 1.680,00	R$ 2.162,00
25	57	0	1	23	R$ 1.710,00	R$ 2.189,00
25	58	0	1	23	R$ 1.740,00	R$ 2.216,00
25	59	0	1	24	R$ 1.770,00	R$ 2.243,00
25	60	0	1	24	R$ 1.800,00	R$ 2.270,00
25	61	0	1	24	R$ 1.830,00	R$ 2.297,00
25	62	0	1	25	R$ 1.860,00	R$ 2.324,00
25	63	0	1	25	R$ 1.890,00	R$ 2.351,00
25	64	0	1	26	R$ 1.920,00	R$ 2.282,00
25	65	0	1	26	R$ 1.950,00	R$ 2.307,50
25	66	0	1	26	R$ 1.980,00	R$ 2.333,00
25	67	0	1	27	R$ 2.010,00	R$ 2.358,50
25	68	0	1	27	R$ 2.040,00	R$ 2.384,00
25	69	0	1	28	R$ 2.070,00	R$ 2.409,50
25	70	0	1	28	R$ 2.100,00	R$ 2.435,00
25	71	0	1	28	R$ 2.130,00	R$ 2.460,50
25	72	0	1	29	R$ 2.160,00	R$ 2.486,00
25	73	0	1	29	R$ 2.190,00	R$ 2.511,50
25	74	0	1	30	R$ 2.220,00	R$ 2.537,00
25	75	0	1	30	R$ 2.250,00	R$ 2.562,50
25	76	0	1	30	R$ 2.280,00	R$ 2.588,00
25	77	0	1	31	R$ 2.310,00	R$ 2.498,00
25	78	0	1	31	R$ 2.340,00	R$ 2.522,00
25	79	0	1	32	R$ 2.370,00	R$ 2.546,00
25	80	0	1	32	R$ 2.400,00	R$ 2.570,00
25	81	0	1	32	R$ 2.430,00	R$ 2.594,00
25	82	0	1	33	R$ 2.460,00	R$ 2.618,00
25	83	0	1	33	R$ 2.490,00	R$ 2.642,00
25	84	0	1	34	R$ 2.520,00	R$ 2.666,00
25	85	0	1	34	R$ 2.550,00	R$ 2.690,00
25	86	0	1	34	R$ 2.580,00	R$ 2.714,00
25	87	0	1	35	R$ 2.610,00	R$ 2.738,00
25	88	0	1	35	R$ 2.640,00	R$ 2.762,00
25	89	0	1	36	R$ 2.670,00	R$ 2.786,00
25	90	0	1	36	R$ 2.700,00	R$ 2.810,00
25	91	0	1	36	R$ 2.730,00	R$ 2.834,00
25	92	0	1	37	R$ 2.760,00	R$ 2.858,00
25	93	0	1	37	R$ 2.790,00	R$ 2.882,00
25	94	0	1	38	R$ 2.820,00	R$ 2.906,00
25	95	0	1	38	R$ 2.850,00	R$ 2.930,00
25	96	0	1	38	R$ 2.880,00	R$ 2.954,00
25	97	0	1	39	R$ 2.910,00	R$ 2.978,00
25	98	0	1	39	R$ 2.940,00	R$ 3.002,00
25	99	0	1	40	R$ 2.970,00	R$ 3.026,00
25	100	0	1	40	R$ 3.000,00	R$ 3.050,00
25	101	0	1	40	R$ 3.030,00	R$ 3.074,00
25	102	0	1	41	R$ 3.060,00	R$ 3.098,00
25	103	0	1	41	R$ 3.090,00	R$ 3.122,00
25	104	0	1	42	R$ 3.120,00	R$ 3.146,00
25	105	0	1	42	R$ 3.150,00	R$ 3.170,00
25	106	0	1	42	R$ 3.180,00	R$ 3.194,00
25	107	0	1	43	R$ 3.210,00	R$ 3.218,00
25	108	0	1	43	R$ 3.240,00	R$ 3.242,00
25	109	0	1	44	R$ 3.270,00	R$ 3.266,00
25	110	0	1	44	R$ 3.300,00	R$ 3.290,00
25	111	0	1	44	R$ 3.330,00	R$ 3.314,00
25	112	0	1	45	R$ 3.360,00	R$ 3.338,00
25	113	0	1	45	R$ 3.390,00	R$ 3.362,00
25	25	1	1	10	R$ 750,00	R$ 1.900,00
25	26	1	1	10	R$ 780,00	R$ 1.930,00
25	27	1	1	11	R$ 810,00	R$ 1.960,00
25	28	1	1	11	R$ 840,00	R$ 1.990,00
25	29	1	1	12	R$ 870,00	R$ 2.020,00
25	30	1	1	12	R$ 900,00	R$ 2.050,00
25	31	1	1	12	R$ 930,00	R$ 2.080,00
25	32	1	1	13	R$ 960,00	R$ 2.110,00
25	33	1	1	13	R$ 990,00	R$ 2.140,00
25	34	1	1	14	R$ 1.020,00	R$ 2.170,00
25	35	1	1	14	R$ 1.050,00	R$ 2.200,00
25	36	1	1	14	R$ 1.080,00	R$ 2.230,00
25	37	1	1	15	R$ 1.110,00	R$ 2.260,00
25	38	1	1	15	R$ 1.140,00	R$ 2.290,00
25	39	1	1	16	R$ 1.170,00	R$ 2.261,50
25	40	1	1	16	R$ 1.200,00	R$ 2.290,00
25	41	1	1	16	R$ 1.230,00	R$ 2.318,50
25	42	1	1	17	R$ 1.260,00	R$ 2.347,00
25	43	1	1	17	R$ 1.290,00	R$ 2.375,50
25	44	1	1	18	R$ 1.320,00	R$ 2.404,00
25	45	1	1	18	R$ 1.350,00	R$ 2.432,50
25	46	1	1	18	R$ 1.380,00	R$ 2.461,00
25	47	1	1	19	R$ 1.410,00	R$ 2.489,50
25	48	1	1	19	R$ 1.440,00	R$ 2.518,00
25	49	1	1	20	R$ 1.470,00	R$ 2.546,50
25	50	1	1	20	R$ 1.500,00	R$ 2.575,00
25	51	1	1	20	R$ 1.530,00	R$ 2.603,50
25	52	1	1	21	R$ 1.560,00	R$ 2.554,00
25	53	1	1	21	R$ 1.590,00	R$ 2.581,00
25	54	1	1	22	R$ 1.620,00	R$ 2.608,00
25	55	1	1	22	R$ 1.650,00	R$ 2.635,00
25	56	1	1	22	R$ 1.680,00	R$ 2.662,00
25	57	1	1	23	R$ 1.710,00	R$ 2.689,00
25	58	1	1	23	R$ 1.740,00	R$ 2.716,00
25	59	1	1	24	R$ 1.770,00	R$ 2.743,00
25	60	1	1	24	R$ 1.800,00	R$ 2.770,00
25	61	1	1	24	R$ 1.830,00	R$ 2.797,00
25	62	1	1	25	R$ 1.860,00	R$ 2.824,00
25	63	1	1	25	R$ 1.890,00	R$ 2.851,00
25	64	1	1	26	R$ 1.920,00	R$ 2.782,00
25	65	1	1	26	R$ 1.950,00	R$ 2.807,50
25	66	1	1	26	R$ 1.980,00	R$ 2.833,00
25	67	1	1	27	R$ 2.010,00	R$ 2.858,50
25	68	1	1	27	R$ 2.040,00	R$ 2.884,00
25	69	1	1	28	R$ 2.070,00	R$ 2.909,50
25	70	1	1	28	R$ 2.100,00	R$ 2.935,00
25	71	1	1	28	R$ 2.130,00	R$ 2.960,50
25	72	1	1	29	R$ 2.160,00	R$ 2.986,00
25	73	1	1	29	R$ 2.190,00	R$ 3.011,50
25	74	1	1	30	R$ 2.220,00	R$ 3.037,00
25	75	1	1	30	R$ 2.250,00	R$ 3.062,50
25	76	1	1	30	R$ 2.280,00	R$ 3.088,00
25	77	1	1	31	R$ 2.310,00	R$ 2.998,00
25	78	1	1	31	R$ 2.340,00	R$ 3.022,00
25	79	1	1	32	R$ 2.370,00	R$ 3.046,00
25	80	1	1	32	R$ 2.400,00	R$ 3.070,00
25	81	1	1	32	R$ 2.430,00	R$ 3.094,00
25	82	1	1	33	R$ 2.460,00	R$ 3.118,00
25	83	1	1	33	R$ 2.490,00	R$ 3.142,00
25	84	1	1	34	R$ 2.520,00	R$ 3.166,00
25	85	1	1	34	R$ 2.550,00	R$ 3.190,00
25	86	1	1	34	R$ 2.580,00	R$ 3.214,00
25	87	1	1	35	R$ 2.610,00	R$ 3.238,00
25	88	1	1	35	R$ 2.640,00	R$ 3.262,00
25	89	1	1	36	R$ 2.670,00	R$ 3.286,00
25	90	1	1	36	R$ 2.700,00	R$ 3.310,00
25	91	1	1	36	R$ 2.730,00	R$ 3.334,00
25	92	1	1	37	R$ 2.760,00	R$ 3.358,00
25	93	1	1	37	R$ 2.790,00	R$ 3.382,00
25	94	1	1	38	R$ 2.820,00	R$ 3.406,00
25	95	1	1	38	R$ 2.850,00	R$ 3.430,00
25	96	1	1	38	R$ 2.880,00	R$ 3.454,00
25	97	1	1	39	R$ 2.910,00	R$ 3.478,00
25	98	1	1	39	R$ 2.940,00	R$ 3.502,00
25	99	1	1	40	R$ 2.970,00	R$ 3.526,00
25	100	1	1	40	R$ 3.000,00	R$ 3.550,00
25	101	1	1	40	R$ 3.030,00	R$ 3.574,00
25	102	1	1	41	R$ 3.060,00	R$ 3.598,00
25	103	1	1	41	R$ 3.090,00	R$ 3.622,00
25	104	1	1	42	R$ 3.120,00	R$ 3.646,00
25	105	1	1	42	R$ 3.150,00	R$ 3.670,00
25	106	1	1	42	R$ 3.180,00	R$ 3.694,00
25	107	1	1	43	R$ 3.210,00	R$ 3.718,00
25	108	1	1	43	R$ 3.240,00	R$ 3.742,00
25	109	1	1	44	R$ 3.270,00	R$ 3.766,00
25	110	1	1	44	R$ 3.300,00	R$ 3.790,00
25	111	1	1	44	R$ 3.330,00	R$ 3.814,00
25	112	1	1	45	R$ 3.360,00	R$ 3.838,00
25	113	1	1	45	R$ 3.390,00	R$ 3.862,00
30	30	0	0	10	R$ 900,00	R$ 900,00
30	31	0	0	10	R$ 930,00	R$ 930,00
30	32	0	0	11	R$ 960,00	R$ 960,00
30	33	0	0	11	R$ 990,00	R$ 990,00
30	34	0	0	11	R$ 1.020,00	R$ 1.020,00
30	35	0	0	12	R$ 1.050,00	R$ 1.050,00
30	36	0	0	12	R$ 1.080,00	R$ 1.080,00
30	37	0	0	12	R$ 1.110,00	R$ 1.110,00
30	38	0	0	13	R$ 1.140,00	R$ 1.140,00
30	39	0	0	13	R$ 1.170,00	R$ 1.170,00
30	40	0	0	13	R$ 1.200,00	R$ 1.200,00
30	41	0	0	14	R$ 1.230,00	R$ 1.230,00
30	42	0	0	14	R$ 1.260,00	R$ 1.260,00
30	43	0	0	14	R$ 1.290,00	R$ 1.290,00
30	44	0	0	15	R$ 1.320,00	R$ 1.320,00
30	45	0	0	15	R$ 1.350,00	R$ 1.350,00
30	46	0	0	15	R$ 1.380,00	R$ 1.380,00
30	47	0	0	16	R$ 1.410,00	R$ 1.339,50
30	48	0	0	16	R$ 1.440,00	R$ 1.368,00
30	49	0	0	16	R$ 1.470,00	R$ 1.396,50
30	50	0	0	17	R$ 1.500,00	R$ 1.425,00
30	51	0	0	17	R$ 1.530,00	R$ 1.453,50
30	52	0	0	17	R$ 1.560,00	R$ 1.482,00
30	53	0	0	18	R$ 1.590,00	R$ 1.510,50
30	54	0	0	18	R$ 1.620,00	R$ 1.539,00
30	55	0	0	18	R$ 1.650,00	R$ 1.567,50
30	56	0	0	19	R$ 1.680,00	R$ 1.596,00
30	57	0	0	19	R$ 1.710,00	R$ 1.624,50
30	58	0	0	19	R$ 1.740,00	R$ 1.653,00
30	59	0	0	20	R$ 1.770,00	R$ 1.681,50
30	60	0	0	20	R$ 1.800,00	R$ 1.710,00
30	61	0	0	20	R$ 1.830,00	R$ 1.738,50
30	62	0	0	21	R$ 1.860,00	R$ 1.674,00
30	63	0	0	21	R$ 1.890,00	R$ 1.701,00
30	64	0	0	21	R$ 1.920,00	R$ 1.728,00
30	65	0	0	22	R$ 1.950,00	R$ 1.755,00
30	66	0	0	22	R$ 1.980,00	R$ 1.782,00
30	67	0	0	22	R$ 2.010,00	R$ 1.809,00
30	68	0	0	23	R$ 2.040,00	R$ 1.836,00
30	69	0	0	23	R$ 2.070,00	R$ 1.863,00
30	70	0	0	23	R$ 2.100,00	R$ 1.890,00
30	71	0	0	24	R$ 2.130,00	R$ 1.917,00
30	72	0	0	24	R$ 2.160,00	R$ 1.944,00
30	73	0	0	24	R$ 2.190,00	R$ 1.971,00
30	74	0	0	25	R$ 2.220,00	R$ 1.998,00
30	75	0	0	25	R$ 2.250,00	R$ 2.025,00
30	76	0	0	25	R$ 2.280,00	R$ 2.052,00
30	77	0	0	26	R$ 2.310,00	R$ 1.963,50
30	78	0	0	26	R$ 2.340,00	R$ 1.989,00
30	79	0	0	26	R$ 2.370,00	R$ 2.014,50
30	80	0	0	27	R$ 2.400,00	R$ 2.040,00
30	81	0	0	27	R$ 2.430,00	R$ 2.065,50
30	82	0	0	27	R$ 2.460,00	R$ 2.091,00
30	83	0	0	28	R$ 2.490,00	R$ 2.116,50
30	84	0	0	28	R$ 2.520,00	R$ 2.142,00
30	85	0	0	28	R$ 2.550,00	R$ 2.167,50
30	86	0	0	29	R$ 2.580,00	R$ 2.193,00
30	87	0	0	29	R$ 2.610,00	R$ 2.218,50
30	88	0	0	29	R$ 2.640,00	R$ 2.244,00
30	89	0	0	30	R$ 2.670,00	R$ 2.269,50
30	90	0	0	30	R$ 2.700,00	R$ 2.295,00
30	91	0	0	30	R$ 2.730,00	R$ 2.320,50
30	92	0	0	31	R$ 2.760,00	R$ 2.208,00
30	93	0	0	31	R$ 2.790,00	R$ 2.232,00
30	94	0	0	31	R$ 2.820,00	R$ 2.256,00
30	95	0	0	32	R$ 2.850,00	R$ 2.280,00
30	96	0	0	32	R$ 2.880,00	R$ 2.304,00
30	97	0	0	32	R$ 2.910,00	R$ 2.328,00
30	98	0	0	33	R$ 2.940,00	R$ 2.352,00
30	99	0	0	33	R$ 2.970,00	R$ 2.376,00
30	100	0	0	33	R$ 3.000,00	R$ 2.400,00
30	101	0	0	34	R$ 3.030,00	R$ 2.424,00
30	102	0	0	34	R$ 3.060,00	R$ 2.448,00
30	103	0	0	34	R$ 3.090,00	R$ 2.472,00
30	104	0	0	35	R$ 3.120,00	R$ 2.496,00
30	105	0	0	35	R$ 3.150,00	R$ 2.520,00
30	106	0	0	35	R$ 3.180,00	R$ 2.544,00
30	107	0	0	36	R$ 3.210,00	R$ 2.568,00
30	108	0	0	36	R$ 3.240,00	R$ 2.592,00
30	109	0	0	36	R$ 3.270,00	R$ 2.616,00
30	110	0	0	37	R$ 3.300,00	R$ 2.640,00
30	111	0	0	37	R$ 3.330,00	R$ 2.664,00
30	112	0	0	37	R$ 3.360,00	R$ 2.688,00
30	113	0	0	38	R$ 3.390,00	R$ 2.712,00
30	114	0	0	38	R$ 3.420,00	R$ 2.736,00
30	115	0	0	38	R$ 3.450,00	R$ 2.760,00
30	116	0	0	39	R$ 3.480,00	R$ 2.784,00
30	117	0	0	39	R$ 3.510,00	R$ 2.808,00
30	118	0	0	39	R$ 3.540,00	R$ 2.832,00
30	119	0	0	40	R$ 3.570,00	R$ 2.856,00
30	120	0	0	40	R$ 3.600,00	R$ 2.880,00
30	121	0	0	40	R$ 3.630,00	R$ 2.904,00
30	122	0	0	41	R$ 3.660,00	R$ 2.928,00
30	123	0	0	41	R$ 3.690,00	R$ 2.952,00
30	124	0	0	41	R$ 3.720,00	R$ 2.976,00
30	125	0	0	42	R$ 3.750,00	R$ 3.000,00
30	126	0	0	42	R$ 3.780,00	R$ 3.024,00
30	127	0	0	42	R$ 3.810,00	R$ 3.048,00
30	128	0	0	43	R$ 3.840,00	R$ 3.072,00
30	129	0	0	43	R$ 3.870,00	R$ 3.096,00
30	130	0	0	43	R$ 3.900,00	R$ 3.120,00
30	131	0	0	44	R$ 3.930,00	R$ 3.144,00
30	132	0	0	44	R$ 3.960,00	R$ 3.168,00
30	133	0	0	44	R$ 3.990,00	R$ 3.192,00
30	134	0	0	45	R$ 4.020,00	R$ 3.216,00
30	135	0	0	45	R$ 4.050,00	R$ 3.240,00
30	30	1	0	10	R$ 900,00	R$ 1.400,00
30	31	1	0	10	R$ 930,00	R$ 1.430,00
30	32	1	0	11	R$ 960,00	R$ 1.460,00
30	33	1	0	11	R$ 990,00	R$ 1.490,00
30	34	1	0	11	R$ 1.020,00	R$ 1.520,00
30	35	1	0	12	R$ 1.050,00	R$ 1.550,00
30	36	1	0	12	R$ 1.080,00	R$ 1.580,00
30	37	1	0	12	R$ 1.110,00	R$ 1.610,00
30	38	1	0	13	R$ 1.140,00	R$ 1.640,00
30	39	1	0	13	R$ 1.170,00	R$ 1.670,00
30	40	1	0	13	R$ 1.200,00	R$ 1.700,00
30	41	1	0	14	R$ 1.230,00	R$ 1.730,00
30	42	1	0	14	R$ 1.260,00	R$ 1.760,00
30	43	1	0	14	R$ 1.290,00	R$ 1.790,00
30	44	1	0	15	R$ 1.320,00	R$ 1.820,00
30	45	1	0	15	R$ 1.350,00	R$ 1.850,00
30	46	1	0	15	R$ 1.380,00	R$ 1.880,00
30	47	1	0	16	R$ 1.410,00	R$ 1.839,50
30	48	1	0	16	R$ 1.440,00	R$ 1.868,00
30	49	1	0	16	R$ 1.470,00	R$ 1.896,50
30	50	1	0	17	R$ 1.500,00	R$ 1.925,00
30	51	1	0	17	R$ 1.530,00	R$ 1.953,50
30	52	1	0	17	R$ 1.560,00	R$ 1.982,00
30	53	1	0	18	R$ 1.590,00	R$ 2.010,50
30	54	1	0	18	R$ 1.620,00	R$ 2.039,00
30	55	1	0	18	R$ 1.650,00	R$ 2.067,50
30	56	1	0	19	R$ 1.680,00	R$ 2.096,00
30	57	1	0	19	R$ 1.710,00	R$ 2.124,50
30	58	1	0	19	R$ 1.740,00	R$ 2.153,00
30	59	1	0	20	R$ 1.770,00	R$ 2.181,50
30	60	1	0	20	R$ 1.800,00	R$ 2.210,00
30	61	1	0	20	R$ 1.830,00	R$ 2.238,50
30	62	1	0	21	R$ 1.860,00	R$ 2.174,00
30	63	1	0	21	R$ 1.890,00	R$ 2.201,00
30	64	1	0	21	R$ 1.920,00	R$ 2.228,00
30	65	1	0	22	R$ 1.950,00	R$ 2.255,00
30	66	1	0	22	R$ 1.980,00	R$ 2.282,00
30	67	1	0	22	R$ 2.010,00	R$ 2.309,00
30	68	1	0	23	R$ 2.040,00	R$ 2.336,00
30	69	1	0	23	R$ 2.070,00	R$ 2.363,00
30	70	1	0	23	R$ 2.100,00	R$ 2.390,00
30	71	1	0	24	R$ 2.130,00	R$ 2.417,00
30	72	1	0	24	R$ 2.160,00	R$ 2.444,00
30	73	1	0	24	R$ 2.190,00	R$ 2.471,00
30	74	1	0	25	R$ 2.220,00	R$ 2.498,00
30	75	1	0	25	R$ 2.250,00	R$ 2.525,00
30	76	1	0	25	R$ 2.280,00	R$ 2.552,00
30	77	1	0	26	R$ 2.310,00	R$ 2.463,50
30	78	1	0	26	R$ 2.340,00	R$ 2.489,00
30	79	1	0	26	R$ 2.370,00	R$ 2.514,50
30	80	1	0	27	R$ 2.400,00	R$ 2.540,00
30	81	1	0	27	R$ 2.430,00	R$ 2.565,50
30	82	1	0	27	R$ 2.460,00	R$ 2.591,00
30	83	1	0	28	R$ 2.490,00	R$ 2.616,50
30	84	1	0	28	R$ 2.520,00	R$ 2.642,00
30	85	1	0	28	R$ 2.550,00	R$ 2.667,50
30	86	1	0	29	R$ 2.580,00	R$ 2.693,00
30	87	1	0	29	R$ 2.610,00	R$ 2.718,50
30	88	1	0	29	R$ 2.640,00	R$ 2.744,00
30	89	1	0	30	R$ 2.670,00	R$ 2.769,50
30	90	1	0	30	R$ 2.700,00	R$ 2.795,00
30	91	1	0	30	R$ 2.730,00	R$ 2.820,50
30	92	1	0	31	R$ 2.760,00	R$ 2.708,00
30	93	1	0	31	R$ 2.790,00	R$ 2.732,00
30	94	1	0	31	R$ 2.820,00	R$ 2.756,00
30	95	1	0	32	R$ 2.850,00	R$ 2.780,00
30	96	1	0	32	R$ 2.880,00	R$ 2.804,00
30	97	1	0	32	R$ 2.910,00	R$ 2.828,00
30	98	1	0	33	R$ 2.940,00	R$ 2.852,00
30	99	1	0	33	R$ 2.970,00	R$ 2.876,00
30	100	1	0	33	R$ 3.000,00	R$ 2.900,00
30	101	1	0	34	R$ 3.030,00	R$ 2.924,00
30	102	1	0	34	R$ 3.060,00	R$ 2.948,00
30	103	1	0	34	R$ 3.090,00	R$ 2.972,00
30	104	1	0	35	R$ 3.120,00	R$ 2.996,00
30	105	1	0	35	R$ 3.150,00	R$ 3.020,00
30	106	1	0	35	R$ 3.180,00	R$ 3.044,00
30	107	1	0	36	R$ 3.210,00	R$ 3.068,00
30	108	1	0	36	R$ 3.240,00	R$ 3.092,00
30	109	1	0	36	R$ 3.270,00	R$ 3.116,00
30	110	1	0	37	R$ 3.300,00	R$ 3.140,00
30	111	1	0	37	R$ 3.330,00	R$ 3.164,00
30	112	1	0	37	R$ 3.360,00	R$ 3.188,00
30	113	1	0	38	R$ 3.390,00	R$ 3.212,00
30	114	1	0	38	R$ 3.420,00	R$ 3.236,00
30	115	1	0	38	R$ 3.450,00	R$ 3.260,00
30	116	1	0	39	R$ 3.480,00	R$ 3.284,00
30	117	1	0	39	R$ 3.510,00	R$ 3.308,00
30	118	1	0	39	R$ 3.540,00	R$ 3.332,00
30	119	1	0	40	R$ 3.570,00	R$ 3.356,00
30	120	1	0	40	R$ 3.600,00	R$ 3.380,00
30	121	1	0	40	R$ 3.630,00	R$ 3.404,00
30	122	1	0	41	R$ 3.660,00	R$ 3.428,00
30	123	1	0	41	R$ 3.690,00	R$ 3.452,00
30	124	1	0	41	R$ 3.720,00	R$ 3.476,00
30	125	1	0	42	R$ 3.750,00	R$ 3.500,00
30	126	1	0	42	R$ 3.780,00	R$ 3.524,00
30	127	1	0	42	R$ 3.810,00	R$ 3.548,00
30	128	1	0	43	R$ 3.840,00	R$ 3.572,00
30	129	1	0	43	R$ 3.870,00	R$ 3.596,00
30	130	1	0	43	R$ 3.900,00	R$ 3.620,00
30	131	1	0	44	R$ 3.930,00	R$ 3.644,00
30	132	1	0	44	R$ 3.960,00	R$ 3.668,00
30	133	1	0	44	R$ 3.990,00	R$ 3.692,00
30	134	1	0	45	R$ 4.020,00	R$ 3.716,00
30	135	1	0	45	R$ 4.050,00	R$ 3.740,00
30	30	0	1	10	R$ 900,00	R$ 1.550,00
30	31	0	1	10	R$ 930,00	R$ 1.580,00
30	32	0	1	11	R$ 960,00	R$ 1.610,00
30	33	0	1	11	R$ 990,00	R$ 1.640,00
30	34	0	1	11	R$ 1.020,00	R$ 1.670,00
30	35	0	1	12	R$ 1.050,00	R$ 1.700,00
30	36	0	1	12	R$ 1.080,00	R$ 1.730,00
30	37	0	1	12	R$ 1.110,00	R$ 1.760,00
30	38	0	1	13	R$ 1.140,00	R$ 1.790,00
30	39	0	1	13	R$ 1.170,00	R$ 1.820,00
30	40	0	1	13	R$ 1.200,00	R$ 1.850,00
30	41	0	1	14	R$ 1.230,00	R$ 1.880,00
30	42	0	1	14	R$ 1.260,00	R$ 1.910,00
30	43	0	1	14	R$ 1.290,00	R$ 1.940,00
30	44	0	1	15	R$ 1.320,00	R$ 1.970,00
30	45	0	1	15	R$ 1.350,00	R$ 2.000,00
30	46	0	1	15	R$ 1.380,00	R$ 2.030,00
30	47	0	1	16	R$ 1.410,00	R$ 1.989,50
30	48	0	1	16	R$ 1.440,00	R$ 2.018,00
30	49	0	1	16	R$ 1.470,00	R$ 2.046,50
30	50	0	1	17	R$ 1.500,00	R$ 2.075,00
30	51	0	1	17	R$ 1.530,00	R$ 2.103,50
30	52	0	1	17	R$ 1.560,00	R$ 2.132,00
30	53	0	1	18	R$ 1.590,00	R$ 2.160,50
30	54	0	1	18	R$ 1.620,00	R$ 2.189,00
30	55	0	1	18	R$ 1.650,00	R$ 2.217,50
30	56	0	1	19	R$ 1.680,00	R$ 2.246,00
30	57	0	1	19	R$ 1.710,00	R$ 2.274,50
30	58	0	1	19	R$ 1.740,00	R$ 2.303,00
30	59	0	1	20	R$ 1.770,00	R$ 2.331,50
30	60	0	1	20	R$ 1.800,00	R$ 2.360,00
30	61	0	1	20	R$ 1.830,00	R$ 2.388,50
30	62	0	1	21	R$ 1.860,00	R$ 2.324,00
30	63	0	1	21	R$ 1.890,00	R$ 2.351,00
30	64	0	1	21	R$ 1.920,00	R$ 2.378,00
30	65	0	1	22	R$ 1.950,00	R$ 2.405,00
30	66	0	1	22	R$ 1.980,00	R$ 2.432,00
30	67	0	1	22	R$ 2.010,00	R$ 2.459,00
30	68	0	1	23	R$ 2.040,00	R$ 2.486,00
30	69	0	1	23	R$ 2.070,00	R$ 2.513,00
30	70	0	1	23	R$ 2.100,00	R$ 2.540,00
30	71	0	1	24	R$ 2.130,00	R$ 2.567,00
30	72	0	1	24	R$ 2.160,00	R$ 2.594,00
30	73	0	1	24	R$ 2.190,00	R$ 2.621,00
30	74	0	1	25	R$ 2.220,00	R$ 2.648,00
30	75	0	1	25	R$ 2.250,00	R$ 2.675,00
30	76	0	1	25	R$ 2.280,00	R$ 2.702,00
30	77	0	1	26	R$ 2.310,00	R$ 2.613,50
30	78	0	1	26	R$ 2.340,00	R$ 2.639,00
30	79	0	1	26	R$ 2.370,00	R$ 2.664,50
30	80	0	1	27	R$ 2.400,00	R$ 2.690,00
30	81	0	1	27	R$ 2.430,00	R$ 2.715,50
30	82	0	1	27	R$ 2.460,00	R$ 2.741,00
30	83	0	1	28	R$ 2.490,00	R$ 2.766,50
30	84	0	1	28	R$ 2.520,00	R$ 2.792,00
30	85	0	1	28	R$ 2.550,00	R$ 2.817,50
30	86	0	1	29	R$ 2.580,00	R$ 2.843,00
30	87	0	1	29	R$ 2.610,00	R$ 2.868,50
30	88	0	1	29	R$ 2.640,00	R$ 2.894,00
30	89	0	1	30	R$ 2.670,00	R$ 2.919,50
30	90	0	1	30	R$ 2.700,00	R$ 2.945,00
30	91	0	1	30	R$ 2.730,00	R$ 2.970,50
30	92	0	1	31	R$ 2.760,00	R$ 2.858,00
30	93	0	1	31	R$ 2.790,00	R$ 2.882,00
30	94	0	1	31	R$ 2.820,00	R$ 2.906,00
30	95	0	1	32	R$ 2.850,00	R$ 2.930,00
30	96	0	1	32	R$ 2.880,00	R$ 2.954,00
30	97	0	1	32	R$ 2.910,00	R$ 2.978,00
30	98	0	1	33	R$ 2.940,00	R$ 3.002,00
30	99	0	1	33	R$ 2.970,00	R$ 3.026,00
30	100	0	1	33	R$ 3.000,00	R$ 3.050,00
30	101	0	1	34	R$ 3.030,00	R$ 3.074,00
30	102	0	1	34	R$ 3.060,00	R$ 3.098,00
30	103	0	1	34	R$ 3.090,00	R$ 3.122,00
30	104	0	1	35	R$ 3.120,00	R$ 3.146,00
30	105	0	1	35	R$ 3.150,00	R$ 3.170,00
30	106	0	1	35	R$ 3.180,00	R$ 3.194,00
30	107	0	1	36	R$ 3.210,00	R$ 3.218,00
30	108	0	1	36	R$ 3.240,00	R$ 3.242,00
30	109	0	1	36	R$ 3.270,00	R$ 3.266,00
30	110	0	1	37	R$ 3.300,00	R$ 3.290,00
30	111	0	1	37	R$ 3.330,00	R$ 3.314,00
30	112	0	1	37	R$ 3.360,00	R$ 3.338,00
30	113	0	1	38	R$ 3.390,00	R$ 3.362,00
